id_venta,fecha,ciudad,region,canal,categoria,producto,segmento_cliente,metodo_pago,precio_unitario,cantidad,descuento,ingreso,costo,utilidad,satisfaccion,dias_envio,devuelto
V107800,2023-08-30,Lima,Costa,Tienda fisica,Moda,Polo Basico,Nuevo,Tarjeta credito,107.64,3,0.112,286.75,177.61,109.14,3.5,0,False
V101444,2023-08-30,Trujillo,Norte,Web,Moda,Polo Basico,VIP,Billetera digital,94.8,1,0.152,80.39,52.14,28.25,4.0,6,False
V105869,2023-08-30,Tacna,Sur,Web,Hogar,Juego de Sabanas,VIP,Efectivo,206.56,1,0.153,174.96,138.4,36.56,4.5,6,False
V111983,2023-08-31,Trujillo,Norte,Tienda fisica,Belleza,Kit Skincare,VIP,Tarjeta credito,105.56,4,0.098,380.86,211.12,169.74,3.5,0,False
V110670,2023-08-31,Arequipa,Sur,Web,Electrodomesticos,Aspiradora Robot,Recurrente,Efectivo,544.2,1,0.082,499.58,424.48,75.1,4.5,4,False
V108622,2023-08-31,Arequipa,Sur,Web,Hogar,Set de Ollas,VIP,Tarjeta credito,128.08,1,0.079,117.96,85.81,32.15,4.5,1,False
V107720,2023-08-31,Lima,Costa,Web,Moda,Polo Basico,Recurrente,Tarjeta credito,121.51,4,0.036,468.54,267.32,201.22,4.0,5,False
V111343,2023-08-31,Huancayo,Centro,Tienda fisica,Hogar,Lampara LED,Nuevo,Tarjeta debito,92.59,1,0.063,86.76,62.04,24.72,4.0,0,False
V107219,2023-08-31,Iquitos,Oriente,App movil,Electrodomesticos,Microondas 30L,Nuevo,Billetera digital,498.85,1,0.0,498.85,389.1,109.75,4.5,1,False
V104248,2023-08-31,Huancayo,Centro,Tienda fisica,Moda,Casaca Denim,Recurrente,Tarjeta debito,138.59,5,0.085,634.05,381.12,252.93,4.0,0,True
V107232,2023-09-01,Trujillo,Norte,Web,Moda,Jean Slim,Nuevo,Tarjeta credito,119.94,1,0.107,107.11,65.97,41.14,4.0,4,False
V107247,2023-09-01,Lima,Costa,Tienda fisica,Moda,Polo Basico,Nuevo,Efectivo,128.44,4,0.057,484.48,282.57,201.91,3.5,0,False
V106977,2023-09-01,Lima,Costa,Tienda fisica,Deportes,Colchoneta Yoga,Recurrente,Tarjeta debito,233.83,3,0.035,676.94,491.04,185.9,3.0,0,False
V104750,2023-09-01,Lima,Costa,Web,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta credito,203.25,3,0.004,607.31,500.0,107.31,4.0,2,False
V100884,2023-09-01,Huancayo,Centro,App movil,Belleza,Secadora de Cabello,Nuevo,Tarjeta credito,70.78,1,0.06,66.53,35.39,31.14,4.0,8,False
V110478,2023-09-01,Huancayo,Centro,Tienda fisica,Moda,Jean Slim,Recurrente,Tarjeta credito,145.1,1,0.148,123.63,79.81,43.82,3.5,0,False
V100198,2023-09-01,Lima,Costa,Web,Moda,Polo Basico,Recurrente,Tarjeta credito,141.15,5,0.031,683.87,388.16,295.71,3.5,6,False
V107167,2023-09-01,Lima,Costa,Tienda fisica,Moda,Zapatillas Urbanas,Nuevo,Tarjeta debito,127.67,1,0.0,127.67,70.22,57.45,4.0,0,False
V107856,2023-09-01,Lima,Costa,App movil,Hogar,Organizador Modular,Recurrente,Tarjeta credito,152.25,2,0.021,298.11,204.02,94.09,4.0,5,False
V105014,2023-09-01,Trujillo,Norte,Web,Deportes,Balon Pro,Recurrente,Billetera digital,268.39,5,0.01,1328.53,939.36,389.17,3.5,3,True
V103973,2023-09-01,Lima,Costa,Tienda fisica,Moda,Vestido Casual,Recurrente,Tarjeta debito,128.58,4,0.034,496.83,282.88,213.95,4.5,0,False
V108532,2023-09-01,Lima,Costa,Web,Moda,Polo Basico,Nuevo,Tarjeta credito,55.94,2,0.0,111.88,61.53,50.35,4.5,7,False
V102245,2023-09-01,Lima,Costa,Tienda fisica,Hogar,Lampara LED,VIP,Tarjeta credito,134.17,5,0.153,568.21,449.47,118.74,5.0,0,False
V108454,2023-09-02,Piura,Norte,Tienda fisica,Tecnologia,"Monitor 27""",Nuevo,Tarjeta debito,384.11,3,0.063,1079.73,944.91,134.82,3.5,0,False
V111808,2023-09-02,Arequipa,Sur,Web,Tecnologia,Smartphone X,Nuevo,Tarjeta credito,196.41,3,0.119,519.11,483.17,35.94,4.0,1,False
V106101,2023-09-02,Piura,Norte,App movil,Hogar,Juego de Sabanas,Nuevo,Tarjeta credito,126.73,3,0.034,367.26,254.73,112.53,5.0,7,False
V102421,2023-09-02,Iquitos,Oriente,Tienda fisica,Moda,Vestido Casual,Recurrente,Tarjeta debito,40.94,5,0.0,204.7,112.58,92.12,4.0,0,False
V101046,2023-09-02,Lima,Costa,Web,Hogar,Organizador Modular,Recurrente,Tarjeta credito,158.08,1,0.0,158.08,105.91,52.17,5.0,2,False
V107041,2023-09-02,Cusco,Sur,Tienda fisica,Electrodomesticos,Aspiradora Robot,Nuevo,Tarjeta credito,208.33,1,0.026,202.91,162.5,40.41,4.5,0,False
V107421,2023-09-02,Cusco,Sur,Tienda fisica,Deportes,Colchoneta Yoga,Recurrente,Billetera digital,87.62,5,0.014,431.97,306.67,125.3,5.0,0,False
V110453,2023-09-02,Lima,Costa,Web,Moda,Polo Basico,Recurrente,Tarjeta debito,180.55,4,0.019,708.48,397.21,311.27,3.5,8,False
V101519,2023-09-02,Lima,Costa,Tienda fisica,Moda,Casaca Denim,VIP,Tarjeta credito,129.08,1,0.06,121.34,70.99,50.35,5.0,0,False
V102616,2023-09-02,Chiclayo,Norte,App movil,Electrodomesticos,Aspiradora Robot,Recurrente,Efectivo,476.76,1,0.009,472.47,371.87,100.6,5.0,5,False
V102639,2023-09-03,Arequipa,Sur,Tienda fisica,Deportes,Colchoneta Yoga,Nuevo,Billetera digital,235.19,4,0.0,940.76,658.53,282.23,4.0,0,False
V106184,2023-09-03,Lima,Costa,Web,Hogar,Set de Ollas,Nuevo,Tarjeta credito,208.2,4,0.014,821.14,557.98,263.16,4.5,7,False
V105527,2023-09-03,Arequipa,Sur,Tienda fisica,Deportes,Mancuernas 10kg,Recurrente,Billetera digital,118.37,4,0.037,455.96,331.44,124.52,5.0,0,False
V105839,2023-09-03,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta debito,202.77,2,0.078,373.91,271.71,102.2,4.0,0,False
V101511,2023-09-03,Arequipa,Sur,Tienda fisica,Moda,Polo Basico,Recurrente,Billetera digital,27.4,5,0.068,127.68,75.35,52.33,4.5,0,False
V107221,2023-09-03,Huancayo,Centro,App movil,Tecnologia,Laptop Pro 14,VIP,Efectivo,555.02,1,0.102,498.41,455.12,43.29,5.0,2,True
V102327,2023-09-03,Arequipa,Sur,Tienda fisica,Tecnologia,"Monitor 27""",Recurrente,Tarjeta credito,248.76,4,0.045,950.26,815.93,134.33,3.5,0,False
V100418,2023-09-03,Trujillo,Norte,App movil,Hogar,Lampara LED,Recurrente,Tarjeta debito,76.41,4,0.067,285.16,204.78,80.38,5.0,5,False
V105035,2023-09-03,Arequipa,Sur,Web,Hogar,Juego de Sabanas,Recurrente,Billetera digital,164.38,4,0.0,657.52,440.54,216.98,5.0,2,False
V105715,2023-09-03,Arequipa,Sur,App movil,Hogar,Set de Ollas,Recurrente,Efectivo,118.31,4,0.0,473.24,317.07,156.17,4.5,7,False
V103608,2023-09-04,Lima,Costa,Tienda fisica,Tecnologia,Audifonos ANC,VIP,Tarjeta credito,521.83,1,0.102,468.6,427.9,40.7,5.0,0,False
V108100,2023-09-04,Lima,Costa,Tienda fisica,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta credito,277.01,5,0.167,1153.75,1135.74,18.01,4.5,0,False
V110284,2023-09-04,Trujillo,Norte,Web,Moda,Zapatillas Urbanas,Nuevo,Billetera digital,55.85,4,0.052,211.78,122.87,88.91,5.0,4,False
V111686,2023-09-04,Lima,Costa,Tienda fisica,Belleza,Perfume 100ml,Nuevo,Tarjeta credito,53.93,5,0.055,254.82,134.82,120.0,4.5,0,False
V100851,2023-09-04,Arequipa,Sur,Web,Belleza,Perfume 100ml,VIP,Tarjeta credito,106.58,3,0.127,279.13,159.87,119.26,3.5,4,False
V111253,2023-09-05,Lima,Costa,App movil,Hogar,Lampara LED,Recurrente,Tarjeta credito,23.71,4,0.034,91.62,63.54,28.08,3.5,5,False
V111692,2023-09-05,Lima,Costa,Web,Moda,Jean Slim,Recurrente,Efectivo,37.62,5,0.0,188.1,103.46,84.64,3.5,7,False
V103749,2023-09-05,Iquitos,Oriente,Marketplace,Electrodomesticos,Refrigeradora 400L,Recurrente,Tarjeta debito,350.84,5,0.021,1717.36,1368.28,349.08,4.0,2,False
V100212,2023-09-05,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Recurrente,Billetera digital,169.49,4,0.027,659.66,454.23,205.43,5.0,0,False
V102288,2023-09-05,Huancayo,Centro,Web,Electrodomesticos,Microondas 30L,Nuevo,Efectivo,562.34,1,0.071,522.41,438.63,83.78,4.0,7,False
V100050,2023-09-05,Lima,Costa,Tienda fisica,Moda,Jean Slim,Nuevo,Tarjeta credito,63.89,5,0.0,319.45,175.7,143.75,4.5,0,False
V109648,2023-09-05,Cusco,Sur,Tienda fisica,Moda,Casaca Denim,Recurrente,Tarjeta credito,143.87,1,0.0,143.87,79.13,64.74,3.0,0,False
V105284,2023-09-05,Trujillo,Norte,App movil,Belleza,Secadora de Cabello,Recurrente,Billetera digital,105.4,3,0.0,316.2,158.1,158.1,5.0,2,False
V108353,2023-09-05,Cusco,Sur,Tienda fisica,Tecnologia,Tablet Air,Nuevo,Tarjeta credito,156.76,5,0.03,760.29,642.72,117.57,4.5,0,False
V102081,2023-09-05,Chiclayo,Norte,Tienda fisica,Tecnologia,"Monitor 27""",Recurrente,Efectivo,287.3,5,0.0,1436.5,1177.93,258.57,4.5,0,False
V110467,2023-09-05,Iquitos,Oriente,App movil,Tecnologia,Audifonos ANC,Recurrente,Tarjeta credito,505.43,1,0.125,442.25,414.45,27.8,4.5,6,False
V109343,2023-09-05,Piura,Norte,Web,Moda,Zapatillas Urbanas,Nuevo,Tarjeta debito,75.64,3,0.007,225.33,124.81,100.52,4.0,7,False
V111154,2023-09-06,Lima,Costa,Tienda fisica,Hogar,Lampara LED,VIP,Efectivo,176.63,4,0.178,580.76,473.37,107.39,4.5,0,False
V107776,2023-09-06,Lima,Costa,Web,Electrodomesticos,Refrigeradora 400L,Nuevo,Tarjeta credito,460.83,1,0.088,420.28,359.45,60.83,4.0,3,False
V111358,2023-09-06,Lima,Costa,Web,Moda,Vestido Casual,Recurrente,Efectivo,66.91,4,0.0,267.64,147.2,120.44,4.0,4,False
V108255,2023-09-06,Lima,Costa,Web,Tecnologia,"Monitor 27""",Nuevo,Tarjeta debito,442.09,1,0.112,392.58,362.51,30.07,4.5,4,False
V104390,2023-09-06,Huancayo,Centro,Tienda fisica,Deportes,Bicicleta MTB,Recurrente,Tarjeta credito,150.85,1,0.0,150.85,105.59,45.26,4.5,0,False
V110405,2023-09-06,Piura,Norte,Tienda fisica,Hogar,Juego de Sabanas,Recurrente,Tarjeta credito,129.41,5,0.098,583.64,433.52,150.12,4.5,0,False
V104640,2023-09-06,Piura,Norte,Marketplace,Moda,Casaca Denim,Nuevo,Tarjeta debito,165.75,2,0.055,313.27,182.32,130.95,3.5,2,False
V101643,2023-09-06,Trujillo,Norte,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Tarjeta credito,386.01,4,0.0,1544.04,1266.11,277.93,4.5,0,False
V101946,2023-09-07,Lima,Costa,Tienda fisica,Deportes,Mancuernas 10kg,Recurrente,Efectivo,149.22,4,0.058,562.26,417.82,144.44,3.5,0,False
V107778,2023-09-07,Cusco,Sur,Web,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,263.77,5,0.073,1222.57,1081.46,141.11,3.5,1,False
V100435,2023-09-07,Huancayo,Centro,Tienda fisica,Moda,Polo Basico,Recurrente,Billetera digital,64.62,4,0.031,250.47,142.16,108.31,4.0,0,False
V106389,2023-09-07,Lima,Costa,Web,Deportes,Colchoneta Yoga,Recurrente,Efectivo,106.98,2,0.04,205.4,149.77,55.63,4.5,5,False
V101751,2023-09-07,Lima,Costa,Web,Moda,Polo Basico,Recurrente,Billetera digital,86.32,4,0.019,338.72,189.9,148.82,5.0,7,True
V109106,2023-09-07,Lima,Costa,Web,Belleza,Kit Skincare,Recurrente,Billetera digital,63.96,5,0.014,315.32,159.9,155.42,5.0,6,False
V105247,2023-09-07,Lima,Costa,Web,Tecnologia,Smartphone X,Recurrente,Efectivo,519.15,1,0.088,473.46,425.7,47.76,3.5,4,False
V109466,2023-09-07,Trujillo,Norte,Marketplace,Hogar,Organizador Modular,Recurrente,Efectivo,178.09,1,0.0,178.09,119.32,58.77,5.0,4,False
V106628,2023-09-07,Arequipa,Sur,Web,Tecnologia,"Monitor 27""",VIP,Efectivo,394.0,3,0.1,1063.8,969.24,94.56,5.0,2,False
V105401,2023-09-07,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Recurrente,Billetera digital,233.77,5,0.105,1046.12,783.13,262.99,3.5,0,False
V104324,2023-09-07,Chiclayo,Norte,Web,Tecnologia,Tablet Air,Recurrente,Tarjeta credito,270.36,3,0.047,772.96,665.09,107.87,3.0,4,False
V104850,2023-09-07,Lima,Costa,Web,Hogar,Organizador Modular,Nuevo,Tarjeta debito,162.19,4,0.052,615.02,434.67,180.35,2.0,6,False
V100897,2023-09-08,Iquitos,Oriente,Web,Moda,Casaca Denim,Recurrente,Efectivo,88.38,4,0.104,316.75,194.44,122.31,4.0,5,False
V107985,2023-09-08,Lima,Costa,Tienda fisica,Moda,Vestido Casual,Recurrente,Tarjeta debito,52.68,4,0.0,210.72,115.9,94.82,5.0,0,False
V109901,2023-09-08,Lima,Costa,App movil,Tecnologia,Smartphone X,VIP,Tarjeta debito,480.58,1,0.099,433.0,394.08,38.92,4.5,8,False
V104209,2023-09-08,Cusco,Sur,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Tarjeta credito,436.62,1,0.041,418.72,358.03,60.69,4.0,0,False
V100681,2023-09-08,Cusco,Sur,Web,Electrodomesticos,Aspiradora Robot,Nuevo,Billetera digital,524.39,1,0.097,473.52,409.02,64.5,4.0,1,False
V100331,2023-09-08,Iquitos,Oriente,Marketplace,Hogar,Organizador Modular,Recurrente,Billetera digital,110.59,4,0.101,397.68,296.38,101.3,4.5,4,True
V106848,2023-09-08,Piura,Norte,Web,Belleza,Secadora de Cabello,Recurrente,Billetera digital,57.98,1,0.148,49.4,28.99,20.41,4.0,6,False
V103975,2023-09-08,Chiclayo,Norte,Tienda fisica,Hogar,Set de Ollas,Recurrente,Tarjeta credito,139.2,5,0.016,684.86,466.32,218.54,3.5,0,False
V101449,2023-09-08,Trujillo,Norte,Web,Tecnologia,Audifonos ANC,Recurrente,Tarjeta debito,588.16,1,0.047,560.52,482.29,78.23,5.0,6,False
V102130,2023-09-08,Lima,Costa,Web,Deportes,Mancuernas 10kg,Nuevo,Tarjeta debito,197.88,4,0.038,761.44,554.06,207.38,3.5,8,False
V100111,2023-09-08,Lima,Costa,App movil,Moda,Casaca Denim,Recurrente,Tarjeta debito,47.2,5,0.0,236.0,129.8,106.2,5.0,1,False
V105817,2023-09-08,Trujillo,Norte,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta debito,685.47,1,0.0,685.47,534.67,150.8,4.5,0,False
V109874,2023-09-08,Lima,Costa,Tienda fisica,Tecnologia,Laptop Pro 14,Nuevo,Tarjeta debito,480.29,1,0.127,419.29,393.84,25.45,4.5,0,False
V101057,2023-09-08,Cusco,Sur,Marketplace,Moda,Casaca Denim,Recurrente,Tarjeta debito,60.62,4,0.002,242.0,133.36,108.64,3.0,7,False
V108168,2023-09-08,Piura,Norte,Web,Moda,Polo Basico,VIP,Billetera digital,121.01,2,0.093,219.51,133.11,86.4,4.5,7,False
V102442,2023-09-08,Cusco,Sur,Web,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta debito,611.59,1,0.052,579.79,501.5,78.29,5.0,4,False
V103384,2023-09-09,Cusco,Sur,Tienda fisica,Tecnologia,Smartphone X,Recurrente,Billetera digital,574.35,1,0.052,544.48,470.97,73.51,4.0,0,False
V104593,2023-09-09,Piura,Norte,App movil,Electrodomesticos,Refrigeradora 400L,Nuevo,Tarjeta debito,665.0,1,0.076,614.46,518.7,95.76,4.5,1,False
V110002,2023-09-09,Lima,Costa,Tienda fisica,Electrodomesticos,Microondas 30L,Nuevo,Tarjeta debito,673.57,1,0.039,647.3,525.38,121.92,4.5,0,False
V111690,2023-09-09,Trujillo,Norte,Web,Moda,Casaca Denim,Recurrente,Tarjeta credito,51.71,2,0.023,101.04,56.88,44.16,5.0,5,False
V101915,2023-09-09,Lima,Costa,App movil,Hogar,Set de Ollas,Recurrente,Efectivo,131.58,4,0.059,495.27,352.63,142.64,3.5,7,True
V109423,2023-09-09,Iquitos,Oriente,Tienda fisica,Hogar,Lampara LED,Recurrente,Efectivo,27.61,1,0.075,25.54,18.5,7.04,3.5,0,True
V105655,2023-09-09,Chiclayo,Norte,App movil,Hogar,Set de Ollas,VIP,Efectivo,68.28,2,0.173,112.94,91.5,21.44,4.5,4,False
V106417,2023-09-09,Lima,Costa,App movil,Hogar,Juego de Sabanas,VIP,Tarjeta credito,129.93,5,0.035,626.91,435.27,191.64,3.5,7,False
V108199,2023-09-09,Arequipa,Sur,App movil,Hogar,Set de Ollas,Recurrente,Billetera digital,54.37,5,0.048,258.8,182.14,76.66,5.0,3,False
V103653,2023-09-09,Trujillo,Norte,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Efectivo,228.45,3,0.079,631.21,534.57,96.64,3.5,0,False
V101867,2023-09-10,Huancayo,Centro,Web,Deportes,Balon Pro,VIP,Tarjeta credito,168.7,5,0.12,742.28,590.45,151.83,5.0,2,False
V105437,2023-09-10,Chiclayo,Norte,App movil,Moda,Polo Basico,Nuevo,Tarjeta debito,84.85,5,0.071,394.13,233.34,160.79,4.0,7,False
V105349,2023-09-10,Lima,Costa,App movil,Tecnologia,Laptop Pro 14,Recurrente,Tarjeta credito,235.29,1,0.097,212.47,192.94,19.53,3.5,8,False
V111273,2023-09-10,Lima,Costa,Marketplace,Hogar,Organizador Modular,Nuevo,Tarjeta debito,222.36,2,0.068,414.48,297.96,116.52,5.0,7,False
V102897,2023-09-10,Lima,Costa,Marketplace,Tecnologia,Laptop Pro 14,Recurrente,Efectivo,288.32,4,0.096,1042.57,945.69,96.88,4.0,8,False
V103871,2023-09-10,Trujillo,Norte,Tienda fisica,Belleza,Secadora de Cabello,Recurrente,Efectivo,102.04,2,0.083,187.14,102.04,85.1,4.5,0,False
V111556,2023-09-10,Iquitos,Oriente,Web,Hogar,Organizador Modular,Nuevo,Efectivo,65.1,1,0.031,63.08,43.62,19.46,4.5,1,False
V106251,2023-09-11,Arequipa,Sur,Web,Tecnologia,Audifonos ANC,Recurrente,Tarjeta credito,334.76,3,0.09,913.89,823.51,90.38,3.5,3,False
V106300,2023-09-11,Tacna,Sur,Tienda fisica,Hogar,Lampara LED,Recurrente,Tarjeta credito,158.8,2,0.0,317.6,212.79,104.81,5.0,0,False
V109456,2023-09-11,Lima,Costa,Web,Hogar,Set de Ollas,Recurrente,Tarjeta credito,151.83,4,0.049,577.56,406.9,170.66,3.5,7,False
V108314,2023-09-11,Arequipa,Sur,Web,Belleza,Kit Skincare,Recurrente,Billetera digital,43.61,4,0.129,151.94,87.22,64.72,3.0,7,False
V102284,2023-09-11,Lima,Costa,App movil,Moda,Vestido Casual,Nuevo,Tarjeta credito,113.35,4,0.03,439.8,249.37,190.43,4.0,6,False
V109920,2023-09-11,Lima,Costa,Tienda fisica,Electrodomesticos,Refrigeradora 400L,VIP,Efectivo,413.18,1,0.102,371.04,322.28,48.76,4.5,0,False
V106375,2023-09-11,Lima,Costa,Web,Moda,Casaca Denim,Nuevo,Tarjeta credito,126.3,5,0.07,587.29,347.33,239.96,4.5,2,False
V100869,2023-09-11,Lima,Costa,App movil,Tecnologia,Audifonos ANC,Nuevo,Tarjeta debito,292.67,3,0.0,878.01,719.97,158.04,4.0,7,False
V110610,2023-09-11,Cusco,Sur,Web,Hogar,Set de Ollas,Recurrente,Efectivo,89.66,2,0.088,163.54,120.14,43.4,3.5,2,False
V105012,2023-09-11,Cusco,Sur,App movil,Belleza,Perfume 100ml,Recurrente,Tarjeta debito,25.9,4,0.048,98.63,51.8,46.83,4.5,1,False
V109933,2023-09-11,Lima,Costa,Web,Electrodomesticos,Lavadora 12kg,Nuevo,Billetera digital,714.54,1,0.056,674.53,557.34,117.19,4.5,2,False
V101247,2023-09-12,Iquitos,Oriente,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Billetera digital,12.0,2,0.027,23.35,18.72,4.63,5.0,0,False
V103086,2023-09-12,Huancayo,Centro,App movil,Tecnologia,Laptop Pro 14,Nuevo,Tarjeta credito,172.44,5,0.0,862.2,707.0,155.2,4.5,6,False
V110207,2023-09-12,Arequipa,Sur,Tienda fisica,Hogar,Set de Ollas,Recurrente,Billetera digital,200.59,5,0.004,998.94,671.98,326.96,3.0,0,False
V104200,2023-09-12,Arequipa,Sur,Tienda fisica,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta debito,545.47,1,0.057,514.38,425.47,88.91,3.5,0,False
V106367,2023-09-12,Piura,Norte,Tienda fisica,Moda,Jean Slim,VIP,Tarjeta credito,114.25,3,0.07,318.76,188.51,130.25,3.5,0,False
V102746,2023-09-13,Arequipa,Sur,Tienda fisica,Electrodomesticos,Aspiradora Robot,Recurrente,Efectivo,590.3,1,0.044,564.33,460.43,103.9,3.5,0,False
V108372,2023-09-13,Lima,Costa,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta credito,471.13,1,0.104,422.13,367.48,54.65,4.0,0,False
V101434,2023-09-13,Piura,Norte,Tienda fisica,Deportes,Balon Pro,Nuevo,Tarjeta credito,251.04,1,0.034,242.5,175.73,66.77,5.0,0,False
V106642,2023-09-13,Tacna,Sur,Tienda fisica,Hogar,Set de Ollas,Nuevo,Tarjeta credito,96.45,3,0.047,275.75,193.86,81.89,5.0,0,False
V111702,2023-09-13,Lima,Costa,Web,Moda,Vestido Casual,Recurrente,Tarjeta debito,89.42,1,0.018,87.81,49.18,38.63,5.0,5,False
V108147,2023-09-13,Lima,Costa,Tienda fisica,Moda,Jean Slim,Nuevo,Billetera digital,88.28,3,0.038,254.78,145.66,109.12,4.5,0,False
V109431,2023-09-13,Lima,Costa,Marketplace,Deportes,Colchoneta Yoga,VIP,Tarjeta debito,168.52,1,0.131,146.44,117.96,28.48,3.5,8,False
V107416,2023-09-13,Tacna,Sur,Tienda fisica,Moda,Casaca Denim,Recurrente,Billetera digital,133.06,5,0.08,612.08,365.92,246.16,3.0,0,False
V108859,2023-09-14,Iquitos,Oriente,Tienda fisica,Tecnologia,Audifonos ANC,Nuevo,Tarjeta credito,408.78,1,0.037,393.66,335.2,58.46,3.5,0,False
V107825,2023-09-14,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Recurrente,Tarjeta credito,75.18,1,0.001,75.1,41.35,33.75,5.0,0,True
V101236,2023-09-14,Piura,Norte,Tienda fisica,Tecnologia,Audifonos ANC,Recurrente,Tarjeta credito,130.81,1,0.025,127.54,107.26,20.28,5.0,0,False
V100736,2023-09-14,Piura,Norte,Tienda fisica,Electrodomesticos,Lavadora 12kg,Recurrente,Tarjeta credito,346.19,2,0.009,686.15,540.06,146.09,4.0,0,False
V100935,2023-09-14,Trujillo,Norte,Tienda fisica,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta debito,432.37,1,0.011,427.61,337.25,90.36,4.5,0,False
V109503,2023-09-14,Piura,Norte,Tienda fisica,Deportes,Colchoneta Yoga,Recurrente,Tarjeta debito,208.65,4,0.003,832.1,584.22,247.88,4.0,0,False
V108490,2023-09-14,Huancayo,Centro,Web,Tecnologia,"Monitor 27""",Nuevo,Tarjeta debito,278.8,3,0.041,802.11,685.85,116.26,4.0,6,False
V103801,2023-09-14,Chiclayo,Norte,App movil,Moda,Polo Basico,Nuevo,Tarjeta debito,89.9,2,0.0,179.8,98.89,80.91,4.0,7,False
V109083,2023-09-15,Arequipa,Sur,Tienda fisica,Deportes,Colchoneta Yoga,VIP,Tarjeta credito,370.7,5,0.079,1707.07,1297.45,409.62,3.5,0,False
V104159,2023-09-15,Lima,Costa,Web,Belleza,Kit Skincare,Recurrente,Billetera digital,35.2,2,0.07,65.47,35.2,30.27,3.5,7,False
V106401,2023-09-15,Cusco,Sur,Marketplace,Moda,Vestido Casual,Nuevo,Tarjeta debito,55.52,4,0.05,210.98,122.14,88.84,3.5,4,False
V102931,2023-09-15,Piura,Norte,Tienda fisica,Tecnologia,"Monitor 27""",Nuevo,Tarjeta credito,387.82,4,0.086,1417.87,1272.05,145.82,4.5,0,False
V105473,2023-09-15,Cusco,Sur,Web,Hogar,Organizador Modular,VIP,Efectivo,206.43,3,0.127,540.64,414.92,125.72,5.0,5,False
V103924,2023-09-15,Arequipa,Sur,Web,Hogar,Organizador Modular,VIP,Billetera digital,71.1,1,0.191,57.52,47.64,9.88,5.0,7,False
V100969,2023-09-15,Lima,Costa,Tienda fisica,Moda,Polo Basico,Recurrente,Tarjeta debito,121.19,1,0.017,119.13,66.65,52.48,3.5,0,False
V111959,2023-09-15,Chiclayo,Norte,Tienda fisica,Electrodomesticos,Aspiradora Robot,Recurrente,Tarjeta credito,506.26,1,0.011,500.69,394.88,105.81,4.0,0,False
V106407,2023-09-16,Cusco,Sur,Web,Moda,Zapatillas Urbanas,VIP,Efectivo,168.37,2,0.052,319.23,185.21,134.02,2.5,3,False
V103488,2023-09-16,Lima,Costa,App movil,Electrodomesticos,Refrigeradora 400L,Nuevo,Efectivo,419.21,1,0.0,419.21,326.98,92.23,4.5,6,False
V104801,2023-09-16,Lima,Costa,Tienda fisica,Moda,Casaca Denim,Nuevo,Tarjeta credito,63.69,2,0.095,115.28,70.06,45.22,3.5,0,False
V110863,2023-09-16,Lima,Costa,Web,Tecnologia,Tablet Air,VIP,Efectivo,304.24,2,0.016,598.74,498.95,99.79,3.5,3,False
V107083,2023-09-16,Lima,Costa,App movil,Electrodomesticos,Microondas 30L,VIP,Tarjeta credito,715.78,1,0.109,637.76,558.31,79.45,3.0,3,False
V101179,2023-09-16,Arequipa,Sur,Tienda fisica,Belleza,Secadora de Cabello,VIP,Tarjeta credito,107.77,5,0.115,476.88,269.42,207.46,4.0,0,False
V101620,2023-09-16,Lima,Costa,Marketplace,Hogar,Organizador Modular,Nuevo,Billetera digital,99.08,1,0.142,85.01,66.38,18.63,5.0,3,False
V104977,2023-09-16,Lima,Costa,App movil,Hogar,Juego de Sabanas,Recurrente,Billetera digital,210.88,5,0.087,962.67,706.45,256.22,3.5,8,False
V108655,2023-09-16,Lima,Costa,Web,Moda,Jean Slim,Recurrente,Tarjeta debito,130.28,2,0.116,230.34,143.31,87.03,4.5,4,False
V108045,2023-09-17,Trujillo,Norte,Web,Hogar,Set de Ollas,Recurrente,Efectivo,61.28,5,0.05,291.08,205.29,85.79,4.5,2,False
V102844,2023-09-17,Arequipa,Sur,Marketplace,Tecnologia,Audifonos ANC,Recurrente,Tarjeta debito,213.87,4,0.0,855.48,701.49,153.99,3.0,4,False
V108231,2023-09-17,Lima,Costa,Web,Deportes,Balon Pro,Recurrente,Tarjeta debito,233.96,3,0.0,701.88,491.32,210.56,4.5,1,False
V105476,2023-09-17,Lima,Costa,Tienda fisica,Hogar,Lampara LED,Nuevo,Tarjeta debito,70.65,4,0.11,251.51,189.34,62.17,4.5,0,True
